scope,instance,test,reference,comparison,statistic,p_value,p_value_holm,alpha,reject_null,effect_name,effect_value,n_reference,n_comparison,notes
instance,scpa3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpa3,Kruskal-Wallis,ALL,ALL,9.273722627737229,0.025864505070240434,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpa3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.0,0.06360256962075364,0.1780393163757596,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpa3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.059346438791919864,0.1780393163757596,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpa3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,7.5,0.18763232999488433,0.18763232999488433,0.05,False,Cliff delta,0.6666666666666666,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpb3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpb3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,0.949367088607595,0.5665362685725729,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpb3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpb3,Kruskal-Wallis,ALL,ALL,3.1807228915662784,0.3645917529021961,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpb3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,1.5,0.18763232999488433,0.562896989984653,0.05,False,Cliff delta,-0.6666666666666666,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,3.0,0.6428348264908044,1.0,0.05,False,Cliff delta,-0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,6.0,0.5049850750938458,1.0,0.05,False,Cliff delta,0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,0.986842105263158,0.7804408148790178,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.8241758241758244,0.17362397009517083,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,0.9932432432432433,0.8428332015350601,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc3,Kruskal-Wallis,ALL,ALL,8.658479532163746,0.03419369201360561,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpc3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.0,0.1,0.30000000000000004,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.1,0.30000000000000004,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,4.5,1.0,1.0,0.05,False,Cliff delta,0.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,0.9642857142857144,0.6368868450289701,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd3,Kruskal-Wallis,ALL,ALL,6.507995079950812,0.08934773050959696,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpd3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.5,0.12118327283746318,0.30000000000000004,0.05,False,Cliff delta,-0.8888888888888888,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.1,0.30000000000000004,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,1.0,0.16415972847851523,0.30000000000000004,0.05,False,Cliff delta,-0.7777777777777778,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnre3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnre3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre3,Kruskal-Wallis,ALL,ALL,4.71666666666668,0.19375934858283714,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnre3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,3.0,0.5049850750938458,1.0,0.05,False,Cliff delta,-0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.04685417760387377,0.1405625328116213,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,3.0,0.5049850750938458,1.0,0.05,False,Cliff delta,-0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrf3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrf3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrf3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrf3,Kruskal-Wallis,ALL,ALL,3.506613756613766,0.31990535127845066,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrf3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,1.0,0.15729920705028505,0.47189762115085515,0.05,False,Cliff delta,-0.7777777777777778,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,2.0,0.3457785861511603,0.6915571723023206,0.05,False,Cliff delta,-0.5555555555555556,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,3.0,0.6192567541768621,0.6915571723023206,0.05,False,Cliff delta,-0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,0.9230769230769231,0.4632628749337997,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.8032786885245902,0.12234988361050336,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnrg3,Kruskal-Wallis,ALL,ALL,8.655952380952376,0.034232806702699146,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrg3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.0,0.1,0.2295675014251777,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.07652250047505924,0.2295675014251777,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,6.0,0.6428348264908044,0.6428348264908044,0.05,False,Cliff delta,0.3333333333333333,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh3,Shapiro-Wilk,BPWO_BASE|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh3,Shapiro-Wilk,BPWO_DELTA_PROB|PWO|V3-COMP,N/A,0.7500000000000001,1.1102230246251565e-16,N/A,0.05,True,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh3,Shapiro-Wilk,BPWO_DELTA|PWO|V3-COMP,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh3,Shapiro-Wilk,BPWO_PROB|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,3,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh3,Kruskal-Wallis,ALL,ALL,8.52927120669056,0.0362506039018913,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrh3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.0,0.07652250047505924,0.2295675014251777,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.0,0.1,0.2295675014251777,0.05,False,Cliff delta,-1.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh3,Mann-Whitney U,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,4.5,1.0,1.0,0.05,False,Cliff delta,0.0,3,3,Delta negativo favorece a la referencia en un problema de minimización.
global,ALL,Friedman,ALL,ALL,26.074468085106385,9.201060170387616e-06,N/A,0.05,True,N/A,N/A,11,N/A,Bloques: medianas de costo de las instancias de test.
global,ALL,Wilcoxon signed-rank,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA_PROB|PWO|V3-COMP,0.5,0.001953125,0.005859375,0.05,True,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
global,ALL,Wilcoxon signed-rank,BPWO_BASE|PWO|V3-ELIT,BPWO_DELTA|PWO|V3-COMP,0.5,0.001953125,0.005859375,0.05,True,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
global,ALL,Wilcoxon signed-rank,BPWO_BASE|PWO|V3-ELIT,BPWO_PROB|PWO|V3-ELIT,32.0,1.0,1.0,0.05,False,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
