scope,instance,test,reference,comparison,statistic,p_value,p_value_holm,alpha,reject_null,effect_name,effect_value,n_reference,n_comparison,notes
instance,scpa2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,0.6468569315701181,2.0867411011722908e-07,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpa2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpa2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.5391279962177573,9.970503952461023e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpa2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.4778872712079685,2.165721466943127e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpa2,Kruskal-Wallis,ALL,ALL,10.662751019245617,0.03062746887700477,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpa2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,475.0,0.9156786338713073,1.0,0.05,False,Cliff delta,-0.011446409989594173,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpa2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,544.5,0.24379439997610397,0.7313831999283119,0.05,False,Cliff delta,0.1331945889698231,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpa2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,387.5,0.011121345548913955,0.04448538219565582,0.05,True,Cliff delta,-0.1935483870967742,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpa2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,504.0,0.648642289972603,1.0,0.05,False,Cliff delta,0.04890738813735692,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpb2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpb2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpb2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpb2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpb2,Kruskal-Wallis,ALL,ALL,4.000000000000901,0.40600584970971615,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpb2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpb2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,465.0,0.3331732689589505,1.0,0.05,False,Cliff delta,-0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,0.5371714180150262,9.476854583593453e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpc2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.4159120106348355,5.191297370912242e-10,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpc2,Kruskal-Wallis,ALL,ALL,9.318794807911607,0.053606766235216964,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpc2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,511.0,0.1676586582301819,0.6616048565883856,0.05,False,Cliff delta,0.06347554630593132,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,432.0,0.21862561207988063,0.6616048565883856,0.05,False,Cliff delta,-0.10093652445369407,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,496.0,0.3331732689589505,0.6616048565883856,0.05,False,Cliff delta,0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpc2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,433.5,0.1654012141470964,0.6616048565883856,0.05,False,Cliff delta,-0.09781477627471384,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpd2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpd2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,0.48477492236584757,2.5558099735286964e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.48656083929193467,2.668594341108815e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpd2,Kruskal-Wallis,ALL,ALL,17.89121058678839,0.0012959976182180231,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpd2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,465.0,0.3331732689589505,0.9995198068768515,0.05,False,Cliff delta,-0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,465.0,0.3331732689589505,0.9995198068768515,0.05,False,Cliff delta,-0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,375.0,0.007058332048528099,0.028233328194112395,0.05,True,Cliff delta,-0.21956295525494277,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpd2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,496.5,0.6438105145722703,0.9995198068768515,0.05,False,Cliff delta,0.03329864724245578,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,0.48477492236584774,2.5558099735287146e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,0.6934369236229718,9.312550643614512e-07,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,0.6285816714075273,1.199562423881111e-07,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.7598231600935964,1.0123497578402808e-05,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.7173485416789364,2.1171361310832844e-06,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnre2,Kruskal-Wallis,ALL,ALL,20.207664205207866,0.00045439585187440296,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnre2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,669.5,0.0017483530044075486,0.006993412017630194,0.05,True,Cliff delta,0.39334027055150883,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,555.5,0.23283553767525045,0.6317229182560573,0.05,False,Cliff delta,0.15608740894901144,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,489.5,0.8898452276721245,0.8898452276721245,0.05,False,Cliff delta,0.018730489073881373,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnre2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,402.5,0.21057430608535244,0.6317229182560573,0.05,False,Cliff delta,-0.16233090530697192,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnrf2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnrf2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrf2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnrf2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,1.0,1.0,N/A,0.05,False,N/A,N/A,31,N/A,Muestra constante: la normalidad no es informativa y se registra p=1 para evitar un valor indefinido.
instance,scpnrf2,Kruskal-Wallis,ALL,ALL,4.000000000000901,0.40600584970971615,N/A,0.05,False,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrf2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,465.0,0.3331732689589505,1.0,0.05,False,Cliff delta,-0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrf2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,480.5,1.0,1.0,0.05,False,Cliff delta,0.0,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,0.49640668293686513,3.3920179595345083e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,0.6837849082302275,6.757563878246294e-07,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,0.7044480057544117,1.3526755200354501e-06,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.8458721595855889,0.0004142993954676444,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.7573534736172947,9.205186797696864e-06,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrg2,Kruskal-Wallis,ALL,ALL,30.04443606597945,4.793538719606336e-06,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrg2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,579.0,0.06599371255029764,0.19798113765089292,0.05,False,Cliff delta,0.20499479708636836,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,523.5,0.4456065110317958,0.4456065110317958,0.05,False,Cliff delta,0.08949011446409989,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,287.5,0.0021671417640298342,0.008668567056119337,0.05,True,Cliff delta,-0.4016649323621228,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrg2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,595.0,0.07222832855337058,0.19798113765089292,0.05,False,Cliff delta,0.23829344432882413,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh2,Shapiro-Wilk,ABLATION_IID|IID|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh2,Shapiro-Wilk,BGWO|REFERENCE|V3-ELIT,N/A,0.17561244145371915,4.635930626866146e-12,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh2,Shapiro-Wilk,BPSO|REFERENCE|V3-ELIT,N/A,0.6469395945522672,2.0920568525387856e-07,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh2,Shapiro-Wilk,BPWO|PWO|S2-ELIT,N/A,0.457681708690231,1.3433251511573134e-09,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh2,Shapiro-Wilk,BPWO|PWO|V3-ELIT,N/A,0.7447800556783376,5.7193891974498765e-06,N/A,0.05,True,N/A,N/A,31,N/A,Prueba diagnóstica de normalidad; no selecciona por sí sola la prueba principal.
instance,scpnrh2,Kruskal-Wallis,ALL,ALL,15.84032038644012,0.0032410877250571095,N/A,0.05,True,N/A,N/A,N/A,N/A,Contraste global entre configuraciones estocásticas.
instance,scpnrh2,Mann-Whitney U,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,606.0,0.010465471280813973,0.04186188512325589,0.05,True,Cliff delta,0.2611862643080125,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,606.0,0.010465471280813973,0.04186188512325589,0.05,True,Cliff delta,0.2611862643080125,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,465.0,0.8002099606723903,0.8002099606723903,0.05,False,Cliff delta,-0.03225806451612903,31,31,Delta negativo favorece a la referencia en un problema de minimización.
instance,scpnrh2,Mann-Whitney U,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,540.0,0.2778381397752797,0.5556762795505594,0.05,False,Cliff delta,0.12382934443288242,31,31,Delta negativo favorece a la referencia en un problema de minimización.
global,ALL,Friedman,ALL,ALL,15.636363636363626,0.003548018102147974,N/A,0.05,True,N/A,N/A,11,N/A,Bloques: medianas de costo de las instancias de test.
global,ALL,Wilcoxon signed-rank,BPWO|PWO|V3-ELIT,ABLATION_IID|IID|V3-ELIT,27.5,1.0,1.0,0.05,False,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
global,ALL,Wilcoxon signed-rank,BPWO|PWO|V3-ELIT,BGWO|REFERENCE|V3-ELIT,27.5,1.0,1.0,0.05,False,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
global,ALL,Wilcoxon signed-rank,BPWO|PWO|V3-ELIT,BPSO|REFERENCE|V3-ELIT,14.0,0.125,0.5,0.05,False,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
global,ALL,Wilcoxon signed-rank,BPWO|PWO|V3-ELIT,BPWO|PWO|S2-ELIT,0.0,1.0,1.0,0.05,False,N/A,N/A,11,11,"Comparación post-hoc de medianas por instancia, con corrección de Holm."
